MESO_,codigo,MES,ANO,PRECIPITACAO
Sertão Pernambucano,5-3,8,05-06,"5,8277"
Sertão Pernambucano,6-4,8,05-06,"6,6830"
São Francisco Pernambucano,3-6,8,05-06,"6,1758"
São Francisco Pernambucano,6-6,8,05-06,"8,5360"
São Francisco Pernambucano,13-6,8,05-06,"24,6374"
Mata Pernambucana,25-6,8,05-06,"169,3755"
São Francisco Pernambucano,4-7,8,05-06,"8,5421"
São Francisco Pernambucano,2-7,8,05-06,"5,7366"
Fora do Estado,7-7,8,05-06,"11,7553"
São Francisco Pernambucano,12-7,8,05-06,"21,8805"
Fora do Estado,26-7,8,05-06,"170,2325"
São Francisco Pernambucano,13-8,8,05-06,"46,4782"
Fora do Estado,12-9,8,05-06,"44,8457"
Fora do Estado,1-1,9,05-06,"1,8509"
Fora do Estado,2-1,9,05-06,"0,8807"
Fora do Estado,5-1,9,05-06,"0,3242"
Sertão Pernambucano,6-1,9,05-06,"12,8160"
Fora do Estado,7-1,9,05-06,"28,5170"
Fora do Estado,8-1,9,05-06,"21,8960"
Fora do Estado,9-1,9,05-06,"20,3445"
Fora do Estado,10-1,9,05-06,"0,7596"
Fora do Estado,11-1,9,05-06,"1,2206"
Fora do Estado,12-1,9,05-06,"1,5947"
Fora do Estado,13-1,9,05-06,"2,0184"
Fora do Estado,14-1,9,05-06,"2,4391"
Fora do Estado,15-1,9,05-06,"2,7697"
Sertão Pernambucano,16-1,9,05-06,"2,9781"
Sertão Pernambucano,17-1,9,05-06,"3,1689"
Fora do Estado,18-1,9,05-06,"3,3851"
Fora do Estado,19-1,9,05-06,"3,5576"
Fora do Estado,20-1,9,05-06,"3,7560"
Fora do Estado,21-1,9,05-06,"4,0557"
Fora do Estado,22-1,9,05-06,"9,8636"
Fora do Estado,23-1,9,05-06,"12,5967"
Fora do Estado,24-1,9,05-06,"16,1384"
Fora do Estado,25-1,9,05-06,"19,8669"
Fora do Estado,26-1,9,05-06,"26,6844"
Fora do Estado,1-2,9,05-06,"0,1384"
Sertão Pernambucano,3-2,9,05-06,"0,0000"
Sertão Pernambucano,4-2,9,05-06,"0,0000"
Sertão Pernambucano,5-2,9,05-06,"0,0000"
Sertão Pernambucano,6-2,9,05-06,"4,6673"
Sertão Pernambucano,7-2,9,05-06,"10,7527"
Sertão Pernambucano,8-2,9,05-06,"50,6585"
Fora do Estado,9-2,9,05-06,"24,0432"
Fora do Estado,10-2,9,05-06,"7,7909"
Fora do Estado,11-2,9,05-06,"1,2388"
Fora do Estado,12-2,9,05-06,"1,6259"
Fora do Estado,13-2,9,05-06,"2,0591"
Fora do Estado,14-2,9,05-06,"2,4867"
Sertão Pernambucano,15-2,9,05-06,"2,8196"
Sertão Pernambucano,16-2,9,05-06,"3,0250"
Fora do Estado,17-2,9,05-06,"3,2168"
Fora do Estado,18-2,9,05-06,"3,4258"
Fora do Estado,20-2,9,05-06,"3,7959"
Fora do Estado,21-2,9,05-06,"7,1206"
Fora do Estado,22-2,9,05-06,"11,3022"
Fora do Estado,23-2,9,05-06,"14,0296"
Mata Pernambucana,24-2,9,05-06,"18,0328"
Mata Pernambucana,25-2,9,05-06,"21,8319"
Mata Pernambucana,26-2,9,05-06,"28,9187"
Fora do Estado,2-3,9,05-06,"0,0000"
Fora do Estado,3-3,9,05-06,"0,0000"
Sertão Pernambucano,4-3,9,05-06,"0,0000"
Sertão Pernambucano,6-3,9,05-06,"4,1046"
Sertão Pernambucano,7-3,9,05-06,"0,2380"
Sertão Pernambucano,8-3,9,05-06,"9,3288"
Sertão Pernambucano,9-3,9,05-06,"0,4805"
Sertão Pernambucano,10-3,9,05-06,"0,7905"
Sertão Pernambucano,11-3,9,05-06,"8,6475"
Sertão Pernambucano,12-3,9,05-06,"8,9419"
Sertão Pernambucano,13-3,9,05-06,"2,1653"
Sertão Pernambucano,14-3,9,05-06,"2,5950"
Sertão Pernambucano,15-3,9,05-06,"4,5482"
Sertão Pernambucano,16-3,9,05-06,"3,1429"
Fora do Estado,17-3,9,05-06,"3,3299"
Fora do Estado,18-3,9,05-06,"3,5437"
Agreste Pernambucano,21-3,9,05-06,"4,2200"
Agreste Pernambucano,22-3,9,05-06,"14,3952"
Agreste Pernambucano,23-3,9,05-06,"17,2867"
Agreste Pernambucano,24-3,9,05-06,"20,4856"
Mata Pernambucana,25-3,9,05-06,"24,9675"
Metropolitana do Recife,26-3,9,05-06,"33,6328"
Fora do Estado,1-4,9,05-06,"0,4170"
Fora do Estado,2-4,9,05-06,"0,6631"
Fora do Estado,3-4,9,05-06,"0,7582"
Sertão Pernambucano,4-4,9,05-06,"0,7319"
Sertão Pernambucano,5-4,9,05-06,"0,5871"
Sertão Pernambucano,7-4,9,05-06,"0,0000"
São Francisco Pernambucano,8-4,9,05-06,"0,0000"
Sertão Pernambucano,9-4,9,05-06,"0,3107"
Sertão Pernambucano,10-4,9,05-06,"0,7071"
Sertão Pernambucano,11-4,9,05-06,"1,9219"
Sertão Pernambucano,12-4,9,05-06,"1,8037"
Sertão Pernambucano,13-4,9,05-06,"1,9028"
Sertão Pernambucano,14-4,9,05-06,"2,2777"
Sertão Pernambucano,15-4,9,05-06,"2,5666"
Sertão Pernambucano,16-4,9,05-06,"2,7491"
Fora do Estado,17-4,9,05-06,"2,9059"
Fora do Estado,18-4,9,05-06,"10,4138"
Agreste Pernambucano,20-4,9,05-06,"13,4569"
Agreste Pernambucano,21-4,9,05-06,"16,9586"
Agreste Pernambucano,22-4,9,05-06,"21,8749"
Agreste Pernambucano,23-4,9,05-06,"24,8516"
Mata Pernambucana,24-4,9,05-06,"28,7795"
Metropolitana do Recife,25-4,9,05-06,"34,2231"
Fora do Estado,26-4,9,05-06,"42,0045"
Fora do Estado,1-5,9,05-06,"0,5820"
São Francisco Pernambucano,2-5,9,05-06,"0,9243"
São Francisco Pernambucano,3-5,9,05-06,"1,0553"
Sertão Pernambucano,4-5,9,05-06,"0,9905"
São Francisco Pernambucano,5-5,9,05-06,"0,7306"
São Francisco Pernambucano,6-5,9,05-06,"0,0000"
São Francisco Pernambucano,7-5,9,05-06,"0,0000"
São Francisco Pernambucano,8-5,9,05-06,"0,0000"
São Francisco Pernambucano,9-5,9,05-06,"0,3217"
São Francisco Pernambucano,10-5,9,05-06,"0,7024"
São Francisco Pernambucano,11-5,9,05-06,"1,1678"
São Francisco Pernambucano,12-5,9,05-06,"1,5371"
Sertão Pernambucano,13-5,9,05-06,"1,9268"
Sertão Pernambucano,14-5,9,05-06,"2,3068"
Sertão Pernambucano,15-5,9,05-06,"2,6100"
Sertão Pernambucano,16-5,9,05-06,"2,7940"
Sertão Pernambucano,17-5,9,05-06,"2,9498"
Agreste Pernambucano,18-5,9,05-06,"9,7364"
Agreste Pernambucano,20-5,9,05-06,"15,6837"
Agreste Pernambucano,22-5,9,05-06,"24,1995"
Agreste Pernambucano,23-5,9,05-06,"28,0291"
Mata Pernambucana,24-5,9,05-06,"32,5303"
Metropolitana do Recife,25-5,9,05-06,"37,9608"
Fora do Estado,26-5,9,05-06,"45,2914"
São Francisco Pernambucano,1-6,9,05-06,"0,6825"
São Francisco Pernambucano,2-6,9,05-06,"1,0763"
São Francisco Pernambucano,4-6,9,05-06,"1,1357"
São Francisco Pernambucano,5-6,9,05-06,"0,8148"
São Francisco Pernambucano,7-6,9,05-06,"0,0000"
Fora do Estado,8-6,9,05-06,"0,4763"
São Francisco Pernambucano,9-6,9,05-06,"0,3488"
São Francisco Pernambucano,10-6,9,05-06,"0,7593"
São Francisco Pernambucano,11-6,9,05-06,"1,2587"
São Francisco Pernambucano,12-6,9,05-06,"1,6283"
Sertão Pernambucano,14-6,9,05-06,"2,4365"
Sertão Pernambucano,15-6,9,05-06,"2,7547"
Agreste Pernambucano,16-6,9,05-06,"2,9429"
Agreste Pernambucano,17-6,9,05-06,"4,5527"
Agreste Pernambucano,19-6,9,05-06,"19,0829"
Agreste Pernambucano,20-6,9,05-06,"18,5098"
Mata Pernambucana,23-6,9,05-06,"31,4485"
Mata Pernambucana,24-6,9,05-06,"36,1614"
Fora do Estado,26-6,9,05-06,"47,0020"
Fora do Estado,1-7,9,05-06,"0,7187"
São Francisco Pernambucano,3-7,9,05-06,"1,2622"
São Francisco Pernambucano,5-7,9,05-06,"0,8381"
Fora do Estado,6-7,9,05-06,"0,0000"
Fora do Estado,8-7,9,05-06,"1,7646"
Fora do Estado,9-7,9,05-06,"1,2879"
Fora do Estado,10-7,9,05-06,"0,7482"
São Francisco Pernambucano,11-7,9,05-06,"1,2374"
São Francisco Pernambucano,13-7,9,05-06,"2,0852"
Sertão Pernambucano,14-7,9,05-06,"2,5034"
Sertão Pernambucano,15-7,9,05-06,"2,8225"
Agreste Pernambucano,19-7,9,05-06,"26,9154"
Agreste Pernambucano,20-7,9,05-06,"21,7494"
Agreste Pernambucano,21-7,9,05-06,"25,7494"
Mata Pernambucana,23-7,9,05-06,"34,4217"
Fora do Estado,24-7,9,05-06,"38,6428"
Fora do Estado,25-7,9,05-06,"42,1019"
Fora do Estado,1-8,9,05-06,"0,6747"
Fora do Estado,2-8,9,05-06,"0,6610"
São Francisco Pernambucano,3-8,9,05-06,"0,7353"
São Francisco Pernambucano,4-8,9,05-06,"0,6809"
Fora do Estado,5-8,9,05-06,"0,8227"
Fora do Estado,6-8,9,05-06,"0,0000"
Fora do Estado,7-8,9,05-06,"0,0000"
Fora do Estado,8-8,9,05-06,"0,0000"
Fora do Estado,9-8,9,05-06,"0,4108"
Fora do Estado,10-8,9,05-06,"1,0650"
Fora do Estado,11-8,9,05-06,"1,8027"
Fora do Estado,12-8,9,05-06,"9,3458"
Fora do Estado,14-8,9,05-06,"6,3429"
Fora do Estado,15-8,9,05-06,"7,9696"
Agreste Pernambucano,20-8,9,05-06,"26,0203"
Fora do Estado,21-8,9,05-06,"29,5679"
Fora do Estado,23-8,9,05-06,"39,2273"
Fora do Estado,24-8,9,05-06,"41,1231"
Fora do Estado,25-8,9,05-06,"44,1185"
Fora do Estado,26-8,9,05-06,"3,2100"
Fora do Estado,1-9,9,05-06,"3,7085"
Fora do Estado,2-9,9,05-06,"0,6850"
São Francisco Pernambucano,3-9,9,05-06,"0,7587"
Fora do Estado,7-9,9,05-06,"0,0000"
Fora do Estado,8-9,9,05-06,"0,0000"
Fora do Estado,11-9,9,05-06,"1,7472"
Fora do Estado,13-9,9,05-06,"13,7706"
Fora do Estado,14-9,9,05-06,"7,6070"
Fora do Estado,15-9,9,05-06,"9,7130"
Fora do Estado,18-9,9,05-06,"21,9603"
Fora do Estado,19-9,9,05-06,"26,1086"
Fora do Estado,20-9,9,05-06,"29,4291"
Fora do Estado,21-9,9,05-06,"32,6615"
Fora do Estado,23-9,9,05-06,"41,3358"
Fora do Estado,24-9,9,05-06,"44,6375"
Fora do Estado,25-9,9,05-06,"39,2699"
Fora do Estado,26-9,9,05-06,"4,9800"
Fora do Estado,3-1,9,05-06,"0,0000"
Sertão Pernambucano,4-1,9,05-06,"0,0000"
Agreste Pernambucano,20-3,9,05-06,"3,9085"
Fora do Estado,19-2,9,05-06,"3,6043"
Fora do Estado,19-3,9,05-06,"3,7232"
Agreste Pernambucano,19-4,9,05-06,"9,8485"
Agreste Pernambucano,19-5,9,05-06,"12,3782"
São Francisco Pernambucano,4-9,9,05-06,"1,3223"
Fora do Estado,5-9,9,05-06,"0,7111"
Fora do Estado,6-9,9,05-06,"0,0000"
Fora do Estado,9-9,9,05-06,"0,2985"
Fora do Estado,10-9,9,05-06,"0,9926"
Agreste Pernambucano,17-7,9,05-06,"3,1945"
Fora do Estado,16-8,9,05-06,"13,5571"
Fora do Estado,16-9,9,05-06,"12,5614"
Agreste Pernambucano,16-7,9,05-06,"3,5665"
Agreste Pernambucano,19-8,9,05-06,"22,8315"
Agreste Pernambucano,18-8,9,05-06,"18,9344"
Agreste Pernambucano,17-8,9,05-06,"13,9073"
Fora do Estado,17-9,9,05-06,"16,1977"
Agreste Pernambucano,18-6,9,05-06,"12,1856"
Agreste Pernambucano,18-7,9,05-06,"30,9108"
Agreste Pernambucano,21-5,9,05-06,"18,8604"
Agreste Pernambucano,21-6,9,05-06,"21,9582"
Agreste Pernambucano,22-6,9,05-06,"27,7181"
Fora do Estado,22-7,9,05-06,"30,7951"
Fora do Estado,22-8,9,05-06,"35,3589"
Fora do Estado,22-9,9,05-06,"38,9269"
Fora do Estado,2-2,9,05-06,"0,0000"
Fora do Estado,1-3,9,05-06,"0,0000"
Sertão Pernambucano,5-3,9,05-06,"0,0000"
Sertão Pernambucano,6-4,9,05-06,"0,0000"
São Francisco Pernambucano,3-6,9,05-06,"1,2233"
São Francisco Pernambucano,6-6,9,05-06,"0,0102"
São Francisco Pernambucano,13-6,9,05-06,"2,0419"
Mata Pernambucana,25-6,9,05-06,"41,8127"
São Francisco Pernambucano,4-7,9,05-06,"1,1701"
São Francisco Pernambucano,2-7,9,05-06,"1,1208"
Fora do Estado,7-7,9,05-06,"0,0000"
São Francisco Pernambucano,12-7,9,05-06,"1,6509"
Fora do Estado,26-7,9,05-06,"48,1425"
São Francisco Pernambucano,13-8,9,05-06,"3,0697"
Fora do Estado,12-9,9,05-06,"2,3946"
Fora do Estado,1-1,10,05-06,"2,5780"
Fora do Estado,2-1,10,05-06,"2,0504"
Fora do Estado,5-1,10,05-06,"3,6068"
Sertão Pernambucano,6-1,10,05-06,"4,9605"
Fora do Estado,7-1,10,05-06,"5,7956"
Fora do Estado,8-1,10,05-06,"5,9416"
Fora do Estado,9-1,10,05-06,"5,4617"
Fora do Estado,10-1,10,05-06,"4,7719"
Fora do Estado,11-1,10,05-06,"5,5331"
Fora do Estado,12-1,10,05-06,"3,4088"
Fora do Estado,13-1,10,05-06,"0,2181"
Fora do Estado,14-1,10,05-06,"0,5121"
Fora do Estado,15-1,10,05-06,"0,6548"
Sertão Pernambucano,16-1,10,05-06,"2,3458"
Sertão Pernambucano,17-1,10,05-06,"0,7129"
Fora do Estado,18-1,10,05-06,"0,7941"
Fora do Estado,19-1,10,05-06,"0,8780"
Fora do Estado,20-1,10,05-06,"0,9636"
Fora do Estado,21-1,10,05-06,"2,7665"
Fora do Estado,22-1,10,05-06,"7,1479"
Fora do Estado,23-1,10,05-06,"9,6153"
Fora do Estado,24-1,10,05-06,"13,5444"
Fora do Estado,25-1,10,05-06,"18,3638"
Fora do Estado,26-1,10,05-06,"21,5629"
Fora do Estado,1-2,10,05-06,"3,2096"
Sertão Pernambucano,3-2,10,05-06,"0,6675"
Sertão Pernambucano,4-2,10,05-06,"3,3115"
Sertão Pernambucano,5-2,10,05-06,"3,0093"
Sertão Pernambucano,6-2,10,05-06,"3,9678"
Sertão Pernambucano,7-2,10,05-06,"4,1231"
Sertão Pernambucano,8-2,10,05-06,"4,5333"
Fora do Estado,9-2,10,05-06,"3,0579"
Fora do Estado,10-2,10,05-06,"2,1273"
Fora do Estado,11-2,10,05-06,"11,7832"
Fora do Estado,12-2,10,05-06,"13,2295"
Fora do Estado,13-2,10,05-06,"1,5198"
Fora do Estado,14-2,10,05-06,"1,5213"
Sertão Pernambucano,15-2,10,05-06,"0,6873"
Sertão Pernambucano,16-2,10,05-06,"0,7104"
Fora do Estado,17-2,10,05-06,"1,7712"
Fora do Estado,18-2,10,05-06,"5,7187"
Fora do Estado,20-2,10,05-06,"0,9977"
Fora do Estado,21-2,10,05-06,"1,0487"
Fora do Estado,22-2,10,05-06,"7,6128"
Fora do Estado,23-2,10,05-06,"10,9990"
Mata Pernambucana,24-2,10,05-06,"13,7370"
Mata Pernambucana,25-2,10,05-06,"17,2547"
Mata Pernambucana,26-2,10,05-06,"22,0074"
Fora do Estado,2-3,10,05-06,"1,0924"
Fora do Estado,3-3,10,05-06,"3,6729"
Sertão Pernambucano,4-3,10,05-06,"2,1990"
Sertão Pernambucano,6-3,10,05-06,"2,5270"
Sertão Pernambucano,7-3,10,05-06,"2,9073"
Sertão Pernambucano,8-3,10,05-06,"2,7739"
Sertão Pernambucano,9-3,10,05-06,"2,4905"
Sertão Pernambucano,10-3,10,05-06,"1,0962"
Sertão Pernambucano,11-3,10,05-06,"8,1573"
Sertão Pernambucano,12-3,10,05-06,"13,2628"
Sertão Pernambucano,13-3,10,05-06,"0,3362"
Sertão Pernambucano,14-3,10,05-06,"0,6125"
Sertão Pernambucano,15-3,10,05-06,"0,7680"
Sertão Pernambucano,16-3,10,05-06,"0,8038"
Fora do Estado,17-3,10,05-06,"0,8483"
Fora do Estado,18-3,10,05-06,"5,4691"
Agreste Pernambucano,21-3,10,05-06,"1,1824"
Agreste Pernambucano,22-3,10,05-06,"8,2439"
Agreste Pernambucano,23-3,10,05-06,"11,2548"
Agreste Pernambucano,24-3,10,05-06,"19,1544"
Mata Pernambucana,25-3,10,05-06,"19,4638"
Metropolitana do Recife,26-3,10,05-06,"23,8233"
Fora do Estado,1-4,10,05-06,"1,3596"
Fora do Estado,2-4,10,05-06,"2,6878"
Fora do Estado,3-4,10,05-06,"2,9125"
Sertão Pernambucano,4-4,10,05-06,"2,8591"
Sertão Pernambucano,5-4,10,05-06,"2,5258"
Sertão Pernambucano,7-4,10,05-06,"0,1285"
São Francisco Pernambucano,8-4,10,05-06,"0,6622"
Sertão Pernambucano,9-4,10,05-06,"0,3403"
Sertão Pernambucano,10-4,10,05-06,"0,0000"
Sertão Pernambucano,11-4,10,05-06,"0,9051"
Sertão Pernambucano,12-4,10,05-06,"1,3917"
Sertão Pernambucano,13-4,10,05-06,"0,3029"
Sertão Pernambucano,14-4,10,05-06,"2,7707"
Sertão Pernambucano,15-4,10,05-06,"0,6957"
Sertão Pernambucano,16-4,10,05-06,"3,9524"
Fora do Estado,17-4,10,05-06,"0,7741"
Fora do Estado,18-4,10,05-06,"4,6052"
Agreste Pernambucano,20-4,10,05-06,"3,7495"
Agreste Pernambucano,21-4,10,05-06,"1,0787"
Agreste Pernambucano,22-4,10,05-06,"10,4541"
Agreste Pernambucano,23-4,10,05-06,"13,5976"
Mata Pernambucana,24-4,10,05-06,"18,2922"
Metropolitana do Recife,25-4,10,05-06,"22,3762"
Fora do Estado,26-4,10,05-06,"28,0649"
Fora do Estado,1-5,10,05-06,"1,3781"
São Francisco Pernambucano,2-5,10,05-06,"3,1044"
São Francisco Pernambucano,3-5,10,05-06,"3,5378"
Sertão Pernambucano,4-5,10,05-06,"3,3705"
São Francisco Pernambucano,5-5,10,05-06,"2,5959"
São Francisco Pernambucano,6-5,10,05-06,"0,0000"
São Francisco Pernambucano,7-5,10,05-06,"0,0000"
São Francisco Pernambucano,8-5,10,05-06,"0,1237"
São Francisco Pernambucano,9-5,10,05-06,"0,0000"
São Francisco Pernambucano,10-5,10,05-06,"0,0000"
São Francisco Pernambucano,11-5,10,05-06,"0,0000"
São Francisco Pernambucano,12-5,10,05-06,"0,0000"
Sertão Pernambucano,13-5,10,05-06,"0,3629"
Sertão Pernambucano,14-5,10,05-06,"1,4177"
Sertão Pernambucano,15-5,10,05-06,"7,0048"
Sertão Pernambucano,16-5,10,05-06,"0,8175"
Sertão Pernambucano,17-5,10,05-06,"0,8672"
Agreste Pernambucano,18-5,10,05-06,"4,2314"
Agreste Pernambucano,20-5,10,05-06,"1,1258"
Agreste Pernambucano,22-5,10,05-06,"12,1173"
Agreste Pernambucano,23-5,10,05-06,"15,6139"
Mata Pernambucana,24-5,10,05-06,"19,8934"
Metropolitana do Recife,25-5,10,05-06,"23,4158"
Fora do Estado,26-5,10,05-06,"29,0541"
São Francisco Pernambucano,1-6,10,05-06,"1,3330"
São Francisco Pernambucano,2-6,10,05-06,"3,1052"
São Francisco Pernambucano,4-6,10,05-06,"3,4400"
São Francisco Pernambucano,5-6,10,05-06,"2,5029"
São Francisco Pernambucano,7-6,10,05-06,"0,1012"
Fora do Estado,8-6,10,05-06,"0,8326"
São Francisco Pernambucano,9-6,10,05-06,"0,2166"
São Francisco Pernambucano,10-6,10,05-06,"0,0000"
São Francisco Pernambucano,11-6,10,05-06,"0,0187"
São Francisco Pernambucano,12-6,10,05-06,"0,0000"
Sertão Pernambucano,14-6,10,05-06,"0,6293"
Sertão Pernambucano,15-6,10,05-06,"3,7506"
Agreste Pernambucano,16-6,10,05-06,"0,8268"
Agreste Pernambucano,17-6,10,05-06,"1,9657"
Agreste Pernambucano,19-6,10,05-06,"110,1900"
Agreste Pernambucano,20-6,10,05-06,"7,3980"
Mata Pernambucana,23-6,10,05-06,"16,5925"
Mata Pernambucana,24-6,10,05-06,"19,8997"
Fora do Estado,26-6,10,05-06,"29,5022"
Fora do Estado,1-7,10,05-06,"1,0714"
São Francisco Pernambucano,3-7,10,05-06,"3,1992"
São Francisco Pernambucano,5-7,10,05-06,"2,2452"
Fora do Estado,6-7,10,05-06,"0,0000"
Fora do Estado,8-7,10,05-06,"1,0046"
Fora do Estado,9-7,10,05-06,"0,7219"
Fora do Estado,10-7,10,05-06,"0,0000"
São Francisco Pernambucano,11-7,10,05-06,"0,3416"
São Francisco Pernambucano,13-7,10,05-06,"0,7006"
Sertão Pernambucano,14-7,10,05-06,"0,6446"
Sertão Pernambucano,15-7,10,05-06,"0,8041"
Agreste Pernambucano,19-7,10,05-06,"102,1335"
Agreste Pernambucano,20-7,10,05-06,"2,2967"
Agreste Pernambucano,21-7,10,05-06,"1,2517"
Mata Pernambucana,23-7,10,05-06,"15,3212"
Fora do Estado,24-7,10,05-06,"19,1678"
Fora do Estado,25-7,10,05-06,"22,7329"
Fora do Estado,1-8,10,05-06,"0,0000"
Fora do Estado,2-8,10,05-06,"1,4702"
São Francisco Pernambucano,3-8,10,05-06,"1,5608"
São Francisco Pernambucano,4-8,10,05-06,"1,5248"
Fora do Estado,5-8,10,05-06,"3,1729"
Fora do Estado,6-8,10,05-06,"0,3621"
Fora do Estado,7-8,10,05-06,"0,1446"
Fora do Estado,8-8,10,05-06,"0,0310"
Fora do Estado,9-8,10,05-06,"0,0221"
Fora do Estado,10-8,10,05-06,"0,0000"
Fora do Estado,11-8,10,05-06,"0,0000"
Fora do Estado,12-8,10,05-06,"0,0000"
Fora do Estado,14-8,10,05-06,"0,6253"
Fora do Estado,15-8,10,05-06,"3,6321"
Agreste Pernambucano,20-8,10,05-06,"3,2303"
Fora do Estado,21-8,10,05-06,"4,7430"
Fora do Estado,23-8,10,05-06,"15,9480"
Fora do Estado,24-8,10,05-06,"20,5018"
Fora do Estado,25-8,10,05-06,"23,1363"
Fora do Estado,26-8,10,05-06,"2,9400"
Fora do Estado,1-9,10,05-06,"1,5759"
Fora do Estado,2-9,10,05-06,"3,1081"
São Francisco Pernambucano,3-9,10,05-06,"1,3139"
Fora do Estado,7-9,10,05-06,"2,1105"
Fora do Estado,8-9,10,05-06,"0,1314"
Fora do Estado,11-9,10,05-06,"0,0000"
Fora do Estado,13-9,10,05-06,"7,2774"
Fora do Estado,14-9,10,05-06,"0,5249"
Fora do Estado,15-9,10,05-06,"0,7063"
Fora do Estado,18-9,10,05-06,"1,0171"
Fora do Estado,19-9,10,05-06,"1,1534"
Fora do Estado,20-9,10,05-06,"1,9818"
Fora do Estado,21-9,10,05-06,"4,4594"
Fora do Estado,23-9,10,05-06,"15,7494"
Fora do Estado,24-9,10,05-06,"19,1364"
Fora do Estado,25-9,10,05-06,"19,6074"
Fora do Estado,26-9,10,05-06,"1,9200"
Fora do Estado,3-1,10,05-06,"2,0186"
Sertão Pernambucano,4-1,10,05-06,"2,5412"
Agreste Pernambucano,20-3,10,05-06,"5,6391"
Fora do Estado,19-2,10,05-06,"1,5855"
Fora do Estado,19-3,10,05-06,"7,6377"
Agreste Pernambucano,19-4,10,05-06,"8,5686"
Agreste Pernambucano,19-5,10,05-06,"3,0501"
São Francisco Pernambucano,4-9,10,05-06,"1,7811"
Fora do Estado,5-9,10,05-06,"3,7677"
Fora do Estado,6-9,10,05-06,"0,5653"
Fora do Estado,9-9,10,05-06,"0,0310"
Fora do Estado,10-9,10,05-06,"0,0000"
Agreste Pernambucano,17-7,10,05-06,"7,2107"
Fora do Estado,16-8,10,05-06,"20,8184"
Fora do Estado,16-9,10,05-06,"0,7656"
Agreste Pernambucano,16-7,10,05-06,"3,8968"
Agreste Pernambucano,19-8,10,05-06,"1,2034"
Agreste Pernambucano,18-8,10,05-06,"3,3486"
Agreste Pernambucano,17-8,10,05-06,"0,9079"
Fora do Estado,17-9,10,05-06,"0,8209"
Agreste Pernambucano,18-6,10,05-06,"13,3569"
Agreste Pernambucano,18-7,10,05-06,"117,4538"
Agreste Pernambucano,21-5,10,05-06,"2,5521"
Agreste Pernambucano,21-6,10,05-06,"1,2024"
Agreste Pernambucano,22-6,10,05-06,"11,2477"
Fora do Estado,22-7,10,05-06,"11,3072"
Fora do Estado,22-8,10,05-06,"12,9279"
Fora do Estado,22-9,10,05-06,"13,3818"
Fora do Estado,2-2,10,05-06,"0,7583"
Fora do Estado,1-3,10,05-06,"0,9983"
Sertão Pernambucano,5-3,10,05-06,"2,1649"
Sertão Pernambucano,6-4,10,05-06,"0,2382"
São Francisco Pernambucano,3-6,10,05-06,"3,6366"
São Francisco Pernambucano,6-6,10,05-06,"0,0000"
São Francisco Pernambucano,13-6,10,05-06,"0,3499"
Mata Pernambucana,25-6,10,05-06,"23,7054"
São Francisco Pernambucano,4-7,10,05-06,"3,0698"
São Francisco Pernambucano,2-7,10,05-06,"2,6471"
Fora do Estado,7-7,10,05-06,"0,0101"
São Francisco Pernambucano,12-7,10,05-06,"0,0220"
Fora do Estado,26-7,10,05-06,"27,7798"
São Francisco Pernambucano,13-8,10,05-06,"0,4089"
Fora do Estado,12-9,10,05-06,"5,1848"
Fora do Estado,1-1,11,05-06,"44,2835"
Fora do Estado,2-1,11,05-06,"42,0754"
Fora do Estado,5-1,11,05-06,"29,0095"
Sertão Pernambucano,6-1,11,05-06,"17,8638"
Fora do Estado,7-1,11,05-06,"9,4368"
Fora do Estado,8-1,11,05-06,"6,3225"
Fora do Estado,9-1,11,05-06,"7,0795"
Fora do Estado,10-1,11,05-06,"7,9891"
Fora do Estado,11-1,11,05-06,"5,5421"
Fora do Estado,12-1,11,05-06,"2,6772"
Fora do Estado,13-1,11,05-06,"1,9805"
Fora do Estado,14-1,11,05-06,"0,4828"
Fora do Estado,15-1,11,05-06,"1,4147"
Sertão Pernambucano,16-1,11,05-06,"0,5294"
Sertão Pernambucano,17-1,11,05-06,"0,0194"
Fora do Estado,18-1,11,05-06,"0,0000"
Fora do Estado,19-1,11,05-06,"0,0000"
Fora do Estado,20-1,11,05-06,"0,1451"
Fora do Estado,21-1,11,05-06,"0,0000"
Fora do Estado,22-1,11,05-06,"0,0000"
Fora do Estado,23-1,11,05-06,"0,0000"
Fora do Estado,24-1,11,05-06,"0,0376"
Fora do Estado,25-1,11,05-06,"0,0690"
Fora do Estado,26-1,11,05-06,"4,1237"
Fora do Estado,1-2,11,05-06,"44,0697"
Sertão Pernambucano,3-2,11,05-06,"53,9830"
Sertão Pernambucano,4-2,11,05-06,"42,0701"
Sertão Pernambucano,5-2,11,05-06,"32,7930"
Sertão Pernambucano,6-2,11,05-06,"18,4676"
Sertão Pernambucano,7-2,11,05-06,"9,5566"
Sertão Pernambucano,8-2,11,05-06,"11,8157"
Fora do Estado,9-2,11,05-06,"10,7496"
Fora do Estado,10-2,11,05-06,"10,9565"
Fora do Estado,11-2,11,05-06,"6,2849"
Fora do Estado,12-2,11,05-06,"3,8167"
Fora do Estado,13-2,11,05-06,"2,8203"
Fora do Estado,14-2,11,05-06,"1,4729"
Sertão Pernambucano,15-2,11,05-06,"1,2886"
Sertão Pernambucano,16-2,11,05-06,"1,0112"
Fora do Estado,17-2,11,05-06,"0,0837"
Fora do Estado,18-2,11,05-06,"0,0000"
Fora do Estado,20-2,11,05-06,"0,0046"
